"id","unique_name","latitude","longitude"
521,"Gare routière de Sokolov",50.1855201721191,12.6427211761475
522,"Gare routière de Stará Ľubovňa",49.3080863952637,20.6812477111816
523,"Gare routière de Strasbourg",48.574241,7.75426
524,"Gare routière de Tábor",49.414192199707,14.6746234893799
525,"Gare routière de Telč",49.1820182800293,15.4640254974365
526,"Gare routière de Toulon",43.127797,5.930755
527,"Gare routière de Toulouse",43.613299,1.452226
528,"Gare routière de Třebíč",49.2144813537598,15.875433921814
529,"Gare routière de Třeboň",49.008430480957,14.7648706436157
530,"Gare routière de Trenčín",48.8959274291992,18.0513954162598
531,"Gare routière de Třinec",49.687565,18.662183
532,"Gare routière de Trnava",48.3709945678711,17.5844383239746
533,"Gare routière de Trutnov",50.5645713806152,15.9082021713257
534,"Gare routière de Tübingen",48.516895,9.056738
535,"Gare routière de Uddevalla",58.3528518676758,11.8163652420044
536,"Gare routière de Uherské Hradiště",49.0700874328613,17.4652423858643
537,"Gare routière de Valence",44.926909,4.892386
538,"Gare routière de Vannes",47.664938,-2.752321
539,"Gare routière de Vejle",55.705387,9.535812
540,"Gare routière de Velké Meziříčí",49.3477439880371,16.0216598510742
541,"Gare routière de Venezia",45.4821090698242,12.2342252731323
542,"Gare routière de Vrútky",49.1139678955078,18.9237194061279
543,"Gare routière de Warendorf",51.950299,7.985067
544,"Gare routière de Westerland",54.905913,8.310401
545,"Gare routière de Wolfsburg",52.4269828796387,10.7900876998901
546,"Gare routière de Wroclaw",51.0963897705078,17.0385913848877
547,"Gare routière de Würzburg",49.800858,9.937604
548,"Gare routière de Žiar nad Hronom",48.5888442993164,18.8574924468994
549,"Gare routière de Žilina",49.2247543334961,18.7475566864014
550,"Gare routière de Zingst (Zentrum)",54.43359,12.68636
551,"Gare routière de Zlín",49.2257690429688,17.6611766815186
552,"Gare routière de Znojmo",48.8515625,16.0560779571533
553,"Gare routière de Zvolen",48.5706405639648,19.1185932159424
554,"Gare routière d'Osnabrück",52.273772,8.058144
555,"Gare routière d'Ostrava",49.8306617736816,18.2804889678955
556,"Gare routière du Havre",49.492105,0.125341
557,"Gare routière - Marktplatz",50.769066,8.581743
558,"Gare routière Na Knížecí",50.0684051513672,14.4044494628906
559,"Gare routière PKS Poznań ",52.402757,16.913948
560,"Gare routière ÚAN Florenc",50.089385,14.440723
561,"Gare routière Victoria Coach",51.492513,-0.148349
562,"Gare SNCF Agde",43.317339,3.466285
563,"Gare SNCF Aix-en-Provence Ville",43.5232,5.4451
564,"Gare SNCF Auxerre",47.796629,3.584484
565,"Gare SNCF Avranches",48.690151,-1.369671
566,"Gare SNCF Béthune",50.521377,2.641188
567,"Gare SNCF Béziers",43.336634,3.218351
568,"Gare SNCF Biarritz",43.4596854849,-1.545781222
569,"Gare SNCF Calais Ville",50.953887,1.848083
570,"Gare SNCF Carhaix",48.278242,-3.562308
571,"Gare SNCF Chalon-sur-Saône",46.7827186,4.8458779
572,"Gare SNCF Charleville-Mézières",49.767887,4.724556
573,"Gare SNCF Chartres",48.447805,1.48116
574,"Gare SNCF de Sedan",49.695071,4.930709
575,"Gare SNCF Dijon Ville",47.324051,5.027794
576,"Gare SNCF Dunkerque",51.03119,2.368964
577,"Gare SNCF Forbach",49.188723,6.900089
578,"Gare SNCF Grenoble",45.192833,5.714294
579,"Gare SNCF Guingamp",48.558297,-3.149072
580,"Gare SNCF Hendaye",43.351103,-1.783282
581,"Gare SNCF La Rochelle",46.152825,-1.146445
582,"Gare SNCF Laval",48.075971,-0.757787
583,"Gare SNCF Le Mans",47.996055,0.191394
584,"Gare SNCF Lorient",47.754364,-3.367113
585,"Gare SNCF Lyon Part-Dieu",45.760522,4.862373
586,"Gare SNCF Lyon-Perrache",45.748854,4.825925
587,"Gare SNCF Mont-de-Marsan",43.885149,-0.50459
588,"Gare SNCF Pau",43.292344,-0.369695
589,"Gare SNCF Saint-Etienne Chateaucreux",45.44245,4.402894
590,"Gare SNCF St-Aubin les Elbeufs",49.302277,1.009964
591,"Gare Utrecht-Lunetten",52.065911,5.143117
592,"Garmisch-Partenkirchen station (Bahnhofstraße)",47.491033,11.09813
593,"Gdańsk (Bus station)",54.356587,18.642709
594,"Gelnhausen train station",50.196639,9.188565
595,"Gelsenkirchen (ZOOM Erlebniswelt)",51.542163,7.10986
596,"Gera central train station",50.883509,12.079057
597,"Ghent (Akkerhage)",51.019208,3.735202
598,"Ghent (Dampoort)",51.054957,3.739849
599,"Girona (Gerona Airport)",41.896679,2.766083
600,"Göhren (Rügen)",54.345715,13.738117
601,"Görlitz (bus station)",51.148141,14.977648
602,"Gornja Vrba",45.174886,18.064463
603,"Goslar bus station",51.910967,10.421194
604,"Gospić bus station",44.548309,15.368141
605,"Gotha bus station",50.940183,10.712618
606,"Göttingen central bus station",51.534945,9.926184
607,"Graal-Müritz",54.249142,12.245504
608,"Gradište",45.1451,18.728218
609,"Grandhotel Brno",49.1933555603027,16.6142520904541
610,"Gransee",53.004071,13.161532
611,"Graz central train station",47.07375,15.416833
612,"Graz (Girardigasse)",47.068477,15.44409
613,"Graz Murpark (Ostbahnstraße)",47.04081,15.46511
614,"Graz Puntigam (Brauhaus)",47.030266,15.431751
615,"Greding (Zur Achmühle)",49.043098,11.349811
616,"Greifswald central bus station",54.093678,13.36997
617,"Greifswald (Klinikum)",54.086935,13.402998
679,"Kerpen-Horrem (Busbahnhof)",50.916331,6.71471
618,"Grenoble (Condillac-Universités)",45.189309,5.774476
619,"Greven Station",52.092203,7.608229
620,"Grömitz (Markt)",54.151078,10.956496
621,"Groningen central station",53.211648,6.566523
622,"Grosseto train station",42.767642,11.107248
623,"Groß Särchen (Hauptstraße)",51.365549,14.310266
624,"Guéret",46.173989,1.879016
625,"Gummersbacher Straße",50.9383506774902,6.9887261390686
626,"Gütersloh central bus station",51.90769,8.384239
627,"Haffkrug train station",54.05355,10.742778
628,"Hagnau am Bodensee (West)",47.677615,9.314303
629,"Hainburg (Donau), Hauptplatz",48.147424,16.941238
630,"Hainburg (Donau), Pfaffenbergweg",48.140195,16.921559
631,"Hainburg (Donau) Ungartor",48.147168,16.947218
632,"Halberstadt bus station",51.898274,11.073671
633,"Hamminkeln train station",51.735224,6.60125
634,"Hamm train station (Unionstraße)",51.67647,7.806419
635,"Hanau central train station",50.121412,8.931168
636,"Haren (P+R A28 / Vondellaan)",53.169574,6.591309
637,"Hasselt Station",50.931727,5.326435
638,"Hatě, CLO",48.755931854248,16.0647144317627
639,"Haugsdorf, ZOLL, A",48.7538414001465,16.0642795562744
640,"Heide (central bus station)",54.195861,9.097344
641,"Helmstedt train station (Bahnhofstraße)",52.221894,11.009196
642,"Hengelo Station",52.26211,6.795271
643,"Heringsdorf station (Usedom)",53.949396,14.169608
644,"Herne central bus station",51.544482,7.218346
645,"Herzberg am Harz (Osteroder Straße car park)",51.655975,10.333833
646,"Herzhausen Vöhl (Itterstraße)",51.184677,8.893463
647,"Herzogenaurach (Bahnhofstraße)",49.566899,10.885117
648,"Herzogenrath station",50.87099,6.094911
649,"Hessisch Lichtenau (Abzw. Orthopädische Klinik)",51.208717,9.71026
650,"Hessisch Oldendorf train station",52.166874,9.244843
651,"Hildesheim (Hindenburgplatz)",52.149715,9.955595
652,"Himmelkron (Autohof)",50.05418,11.62229
653,"Hof central train station",50.308734,11.922931
654,"Hohentwielstadion",47.764556,8.851671
655,"Hollfeld (Spitalplatz)",49.9365,11.291161
656,"Hoyerswerda (""Lausitzer Platz"" bus stop)",51.437865,14.263705
657,"Hradčanská",50.0971488952637,14.4031190872192
658,"Hüfingen (Mariahof)",47.92151,8.497371
659,"Hvězda",50.6395149230957,15.1121664047241
660,"Hyères",43.116885,6.1339
661,"Ilmenau (bus station)",50.686033,10.922204
662,"Immenstaad (Rathaus)",47.665693,9.367024
663,"Immenstadt (Jahnstraße)",47.559478,10.221071
664,"Isselburg Autohof",51.819003,6.44582
665,"Istituto Professionale Falcone",40.624179,17.929451
666,"Itzehoe (central bus station)",53.922863,9.514768
667,"Jastrebarsko",45.659476,15.639479
668,"Jena bus station (Paradies station)",50.925717,11.587604
669,"Jever central bus station",53.568756,7.894513
670,"Kahla train station",50.808715,11.588862
671,"Kaltenkirchen Dodenhof",53.843998,9.936476
672,"Kampen centre",54.955341,8.342361
673,"Karlovac (Busbahnhof)",45.488384,15.550233
674,"Karlovy Vary Lower Station",50.2308921813965,12.8701505661011
675,"Kassel Kaufungen Papierfabrik",51.291578,9.56572
676,"Kassel (Wilhelmshöhe train station)",51.31227,9.44807
677,"Kellenhusen central bus station",54.190142,11.055792
678,"Kempten (Allgäu)",47.719819,10.317048
680,"Kiel interim central bus station",54.310865,10.130618
681,"Kirchberg John F. Kennedy",49.632249,6.169858
682,"Klagenfurt central train station (bus station)",46.616335,14.311549
683,"Klausen (Chiusa) station",46.641651,11.572782
684,"Kleinwelka (Hoyerswerdaer Straße)",51.213224,14.392981
685,"Klek",42.946776,17.564522
686,"Kocanda",49.2430572509766,17.6738739013672
687,"Köln Bonn Flughafen",50.881149,7.11771
688,"Königswartha (by the church)",51.309953,14.328644
689,"Koper bus station",45.539456,13.738173
690,"Koprivnica bus station",46.164827,16.817504
691,"Korbach central bus station",51.279006,8.8735
692,"Korenica",44.743868,15.706596
693,"Köthen (central bus station)",51.750215,11.988633
694,"Kraków Airport",50.0718231201172,19.8009090423584
695,"Krefeld central bus station",51.324625,6.569706
696,"křiž.",49.2187957763672,17.7463226318359
697,"Krk",45.023557,14.569671
698,"Kühlungsborn Ost train station",54.147957,11.75903
699,"Kutina bus station",45.479599,16.772601
700,"Lac de Constance",47.701081,9.183882
701,"La Défense",48.89132,2.24233
702,"Lagerstrasse",47.4221153259277,9.36607074737549
703,"Lana (Lido)",46.608785,11.175297
704,"Landshut bus station",48.5466,12.135858
705,"L'Aquila (Terminal Bus - Collemaggio, Piano 0)",42.344464,13.401581
706,"La Spezia (Viale Italia)",44.104471,9.826717
707,"Latina (Bus Station)",41.473083,12.895151
708,"Lauterburger Straße",49.078159,8.20048
709,"Leiden",52.148102,4.492341
710,"Leipzig Messe",51.396924,12.396222
711,"Le Pont Saint-Gervais-les-Bains",45.89472,6.71081
712,"Lermoos (Grubigsteinbahn)",47.401639,10.878905
713,"Les Contamines - Office du tourisme",45.822378,6.72685
714,"Les Deux Alpes",45.010488,6.124617
715,"Les Houches - Saint Antoine",45.895815,6.806569
716,"Lešná,ZOO",49.2711944580078,17.7146224975586
717,"Les Rousses (Tourrist Office)",46.483062,6.06108
718,"Leutkirch",47.826803,10.017229
719,"Leuven Station (Perron 14)",50.882717,4.714373
720,"Leverkusen Mitte station (prev. Cologne)",51.032051,6.991004
721,"Liberec bus station",50.76363,15.046549
722,"Lidový dům",49.0761108398438,17.4446029663086
723,"Liezen",47.561171,14.24667
724,"Lindau (Berliner Platz)",47.552786,9.703958
725,"Lingotto",45.025254,7.656457
726,"Linz Industriezeile",48.299579,14.321474
727,"Lípa",49.2139167785645,17.7706699371338
728,"List Ferry",55.017879,8.437081
729,"Livorno train station",43.554147,10.33572
730,"Ljubljana bus station",46.057722,14.510167
731,"Lloret de Mar (Coach station)",41.701087,2.84235
732,"London Greenwich Station",51.477905,-0.013298
733,"Longarone (stazione FS)",46.267257,12.3016
734,"Lons-le-Saunier Autocar Transarc Credoz",46.693051,5.557807
735,"Lorient/Lanester",47.77791,-3.34207
736,"Lörrach central train station",47.615973,7.665964
737,"Löwenberg (Karl-Marx-Platz)",52.895885,13.148776
738,"Lübeck central train station",53.866181,10.669183
739,"Lubmin (Seebad)",54.13317,13.615295
740,"Lucca (Viale Regina Margherita)",43.83843,10.505039
741,"Ludbreg bus station",46.248152,16.622331
742,"Lüdenscheid (Worth)",51.227639,7.649315
743,"Lugano (Via Ciani)",46.023241,8.963924
744,"Lugoj (Busbahnhof)",45.684929,21.91435
745,"Lungadige Monte Grappa",46.0690002441406,11.1154823303223
746,"Lussac-Les-Châteaux",46.402487,0.725479
747,"Mâcon",46.303398,4.826976
748,"Mainau Park",47.700389,9.183275
749,"Mainz central train station",50.00332,8.2577
750,"Mairie Le Barcarès",42.789047,3.035265
751,"Malá Hradební (OC Forum)",50.6581573486328,14.0394401550293
752,"Malenovice, ZPS",49.2051696777344,17.5726203918457
753,"Malinska",45.122428,14.526459
754,"Manfredonia (Via Aldo Moro)",41.626458,15.913033
755,"Mantova (Strada Cipata)",45.162408,10.812224
756,"Marble Arch",51.511457,-0.15831
757,"Mariahof",47.921632,8.497803
758,"Maribor bus station",46.558917,15.655222
759,"Marienberg (Reitzenhainer Straße)",50.648068,13.160097
760,"Markdorf (Ravensburger Straße)",47.719829,9.391456
761,"Marktredwitz (Bahnhofsplatz)",50.003965,12.082845
762,"Marling (Marlengo)",46.657776,11.144922
763,"Marseille",43.314779,5.368539
764,"Marseille Arenc",43.314779,5.368539
765,"Maslenica",44.224139,15.536997
766,"Massa (Stazione FS)",44.023964,10.136311
767,"Massy-Palaiseau",48.72766,2.264629
768,"McArthurGlen Troyes",48.328044,4.100755
769,"Medebach Center Parcs",51.206534,8.689732
770,"Medulin",44.825929,13.931475
771,"Meersburg",47.695249,9.271471
772,"Megève Autogare",45.859001,6.618116
773,"Melle (Riemsloher Straße)",52.190812,8.351577
774,"Memmingen Allgäu airport",47.989719,10.232262
775,"Memmingen central bus station",47.984439,10.186589
776,"Mendig (Vulkaneifel)",50.382748,7.269642
777,"Mengen",48.053206,9.336757
778,"Meppen Bahnhof",52.696171,7.29692
779,"Meran (Terme)",46.668917,11.159333
780,"Merklingen (industrial park)",48.51518,9.758144
781,"Merseburg bus station",51.356425,11.991397
782,"Meschede bus station",51.349065,8.280059
783,"Metković bus station",43.053861,17.642044
784,"Métro Alt-Tegel",52.591713,13.282017
785,"Metropark Centrale",40.850931,14.273617
786,"Metzingen (Outlet P5/P6)",48.531832,9.27631
787,"Michalovce",48.750984,21.89995
788,"Milan (San Donato M3)",45.429198,9.256083
789,"Milan (Sesto S.G. 1° Maggio M1)",45.541863,9.239034
790,"Millau (Central Bus Station)",44.102213,3.074826
791,"Modena (Terminal via Gottardi)",44.630647,10.950426
792,"Modrič",44.260259,15.537754
793,"Mönchengladbach central train station",51.198242,6.446858
794,"Montargis Ouest (Tollgate at motorway exit 18)",47.992301,2.677124
795,"Montauban Albasud",43.981611,1.331707
796,"Montbéliard Acropole",47.509245,6.802094
797,"Monte Lungo Firenze",43.7807960510254,11.246636390686
798,"Montluçon (Central bus station)",46.337443,2.597606
799,"Mont Saint-Michel",48.60883,-1.50819
800,"Moulins (Central bus station)",46.56235,3.338828
801,"Mühldorf Nord",48.272976,12.549904
802,"Mukačevo",48.438764,22.731364
803,"Münchberg Autohof",50.20334,11.777464
804,"Munich Fröttmaning",48.211032,11.619267
805,"Murter",43.823855,15.593505
806,"Na Florenci",50.0890963217133,14.4405707716942
807,"Nagykanizsa (bus station)",46.45686,16.98568
808,"na kopci",48.9726715087891,15.8960218429565
809,"Narbonne (Central bus station)",43.18829,3.003596
810,"Na Špici",50.3464775085449,15.9098663330078
811,"Nassenheide (Teerofener Weg)",52.81107,13.224011
812,"Near Bonn Hbf",50.735221,7.087355
813,"Neheim-Hüsten train station",51.438485,7.970046
814,"Népliget M Station",47.4762153625488,19.0993843078613
815,"Neschwitz (Neudorf, B96)",51.275709,14.339768
816,"Neßmersiel (Strandstraße)",53.68586,7.360199
817,"Neubrandenburg central bus station",53.561262,13.258676
818,"Neuenburg am Rhein (Grenze)",47.814063,7.549793
819,"Neumünster train station",54.074655,9.979967
820,"Neunkirchen (Lindenallee)",49.348662,7.177274
821,"Neustadt in Holstein central bus station",54.104147,10.807292
822,"Neu-Ulm ZUP",48.392093,10.003175
823,"Neu-Ulm ZUP bus station",48.392235,10.003431
824,"Nevers (Central bus station)",46.988998,3.150369
825,"Nienhagen (Mitte)",54.157719,11.953084
826,"Nijmegen Centraal Station (Tunnelweg)",51.843691,5.855311
827,"Norddeich (Mole train station)",53.624249,7.158151
828,"Norden bus station (Bahnhofstraße)",53.588964,7.21732
829,"Nordhausen train station",51.493574,10.789905
830,"Nordhorn (city terminal)",52.429674,7.065568
831,"Notre dame St-Joseph Berck-sur-Mer",50.409007,1.568345
832,"Nova Gradiška bus station",45.254099,17.378315
833,"Novara train station",45.451137,8.623754
834,"Novska",45.3427,16.975406
835,"Novy Most",48.1407432556152,17.1042938232422
836,"Noyelles-Godault (bus station)",50.413602,2.988308
837,"Nuštar",45.332497,18.841362
838,"Oberstdorf train station (Im Steinach)",47.412206,10.277855
839,"Offenburg (Güterstraße)",48.481584,7.946513
840,"Offenburg Messeplatz",48.464643,7.93201
841,"Oldenburg central bus station",53.145696,8.222081
842,"Olsberg train station",51.360339,8.482936
843,"Olympiaworld Innsbruck",47.2579765319824,11.4080142974854
844,"Opatija (Busbahnhof)",45.333053,14.302562
845,"Opole (Bus station)",50.662995,17.929273
846,"Opuzen",43.014806,17.560349
847,"Orange (Arc de Triomphe)",44.141699,4.805252
848,"Orly Sud",48.73166,2.37375
849,"Orvieto Scalo (Piazza Matteotti)",42.723478,12.126333
850,"Osijek bus station",45.553192,18.680033
851,"Oslo Bus Terminal",59.911190032959,10.7591829299927
852,"Osterode am Harz (Mitte station)",51.726526,10.246725
853,"Paderborn central bus station",51.712967,8.739677
854,"Paderborn (Maspernplatz west)",51.723047,8.753847
855,"Padua (Parking Piazzale Boschetti)",45.412613,11.881724
856,"Palermo Ferry Terminal",38.127822,13.363443
857,"Paray-Le-Monial",46.447679,4.113826
858,"Parc Astérix",49.136899,2.570402
859,"Parc de Bagatelle Rang-du-Fliers",50.431079,1.606165
860,"Parking Château Descas",44.829813,-0.555482
861,"Parking Circé",43.604452,3.918318
862,"Parking Hofgarten",47.270634,11.398569
863,"Parking les Peupliers",47.383496,0.702171
864,"Parking Poids Lourds - A1",49.706844,2.769223
865,"Parking Relais Arcachon",44.652175,-1.161429
866,"Parking Relais Micropolis",47.2215,5.97861
867,"Parking Relais Parnasse",43.817307,4.36177
868,"Parking Relais Porte de Lyon",45.823712,4.76287
869,"Parking St. Bénézet",43.95192,4.803392
870,"parking Velodrome",46.5365180969238,6.6231517791748
871,"Parkpl. Alte Einsegnungshalle",49.2069396972656,6.96145629882812
872,"Parma Terminal bus",44.811147,10.327717
873,"Parndorf",47.9758636,16.8515183
